id,deduction_date,customer_name,customer_account,standard_customer,deduction_reference,invoice_number,,,,,deduction_amount,deduction_reason,payment_number,backup_status,invoice_status,validation,invalid_amount,valid_amount,billback,billback_date,billback_amount,recover_status,recoverd_amount
742828,22-12-2023,Kroger Company,40000081,Kroger,9033393663,9033393663,1,1,1,0,104.88,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/12/2023,SpartanNash Company,40000152,Spartan Nash,9033391263,9033391263,1,1,1,0,372.08,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/12/2023,SpartanNash Company,40000152,Spartan Nash,9033406599,9033406599,1,1,1,0,176.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/11/2023,Gordon Food Service,40000202,Gordon,9033267826,9033267826,1,1,1,0,381.06,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-11-2023,Gordon Food Service,40000202,Gordon,9033279360,9033279360,2,2,2,0,189.07,Freight Allowance,,Yes,No,0,0,0,,,,,
,24-11-2023,Gordon Food Service,40000202,Gordon,9033328194,9033328194,1,1,1,0,125.37,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/12/2023,Gordon Food Service,40000202,Gordon,9033334046,9033334046,1,1,1,0,324.58,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-12-2023,Gordon Food Service,40000202,Gordon,9033412981,9033412981,1,1,1,0,65.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-12-2023,Gordon Food Service,40000202,Gordon,9033411471,9033411471,1,1,1,0,75.55,Freight Allowance,,Yes,No,0,0,0,,,,,
,29-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033341762,9033341762,1,1,1,0,215.11,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033328272,9033328272,1,1,1,0,215.07,Freight Allowance,,Yes,No,0,0,0,,,,,
,29-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033341761,9033341761,1,1,1,0,214.94,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033335308,9033335308,1,1,1,0,214.88,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033328497,9033328497,1,1,1,0,214.75,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033349087,9033349087,1,1,1,0,167.94,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033335302,9033335302,1,1,1,0,65.51,Freight Allowance,,Yes,No,0,0,0,,,,,
,4/12/2023,C&S Wholesale Grocers Inc,40000622,C&S,9033357739,9033357739,1,1,1,0,41.14,Freight Allowance,,Yes,No,0,0,0,,,,,
,30-11-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033347701,9033347701,1,1,1,0,12.28,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-12-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033436115,9033436115,1,1,1,0,11.04,Freight Allowance,,Yes,No,0,0,0,,,,,
,15-02-2023,Gordon Food Service ,40000202,Gordon,9032253760,9032253760,2,2,1,-1,61.68,Freight Allowance,,Yes,Yes,0,0,0,,,,,
VEN0301991,29-11-2023,Associated Wholesale Grocers,40000625,AWG,9033342664,9033342664,1,1,1,0,79.09,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0302000,30-11-2023,Associated Wholesale Grocers,40000625,AWG,9033349181,9033349181,1,1,1,0,330.3,Freight Allowance,,Yes,No,0,0,0,,,,,
,7/12/2023,Associated Wholesale Grocers,40000625,AWG,9033379163,9033379163,1,1,1,0,105.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/12/2023,Associated Wholesale Grocers,40000625,AWG,9033380105,9033380105,1,1,1,0,197.1,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0302010,12/12/2023,Associated Wholesale Grocers,40000625,AWG,9033402520,9033402520,1,1,1,0,340.64,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0302021 ,14-12-2023,Associated Wholesale Grocers,40000625,AWG,9033406910,9033406910,1,1,1,0,148.92,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-12-2023,Associated Wholesale Grocers,40000625,AWG,9033415605,9033415605,1,1,1,0,74.57,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-11-2023,Associated Wholesale Grocers,40000625,AWG,9033330592,9033330592,1,1,1,0,121.76,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-12-2023,Associated Wholesale Grocers,40000625,AWG,9033439041,9033439041,1,1,1,0,382.84,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033445068,9033445068,2,2,2,0,246.24,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033463005,9033463005,1,1,1,0,372.88,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033465187,9033465187,1,1,1,0,326.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033441052,9033441052,1,1,1,0,65.29,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033441096,9033441096,1,1,1,0,14.38,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033441168,9033441168,1,1,1,0,42.98,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033441268,9033441268,1,1,1,0,176.41,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033444843,9033444843,1,1,1,0,88.39,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033444856,9033444856,1,1,1,0,59.64,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033446047,9033446047,1,1,1,0,14.63,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033446845,9033446845,1,1,1,0,102.13,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033446872,9033446872,1,1,1,0,14.54,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033446886,9033446886,1,1,1,0,24.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033446921,9033446921,1,1,1,0,106.23,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033452209,9033452209,1,1,1,0,11.25,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033452505,9033452505,1,1,1,0,69.25,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033453084,9033453084,1,1,1,0,17.3,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Publix Supermarkets Inc,40000004,Publix,9033453089,9033453089,1,1,1,0,38.67,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-12-2023,Publix Supermarkets Inc,40000004,Publix,9033457793,9033457793,1,1,1,0,98.91,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033458257,9033458257,1,1,1,0,267.47,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033461851,9033461851,1,1,1,0,18.59,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033462999,9033462999,1,1,1,0,73.98,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033465198,9033465198,1,1,1,0,31.02,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033465204,9033465204,1,1,1,0,80.92,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033466921,9033466921,1,1,1,0,11.19,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033467751,9033467751,1,1,1,0,76.95,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033470826,9033470826,1,1,1,0,42.86,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033470846,9033470846,1,1,1,0,194.99,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033470854,9033470854,1,1,1,0,37.89,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033470860,9033470860,1,1,1,0,14.65,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033471637,9033471637,1,1,1,0,15.82,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033474344,9033474344,1,1,1,0,101.94,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033474351,9033474351,1,1,1,0,124.62,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033474357,9033474357,1,1,1,0,20.26,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033480137,9033480137,1,1,1,0,87.6,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033480161,9033480161,1,1,1,0,19.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,Publix Supermarkets Inc,40000004,Publix,9033482524,9033482524,1,1,1,0,17.47,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/1/2024,Publix Supermarkets Inc,40000004,Publix,9033484202,9033484202,1,1,1,0,65.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/1/2024,Publix Supermarkets Inc,40000004,Publix,9033485154,9033485154,1,1,1,0,133.35,Freight Allowance,,Yes,No,0,0,0,,,,,
,4/1/2024,Publix Supermarkets Inc,40000004,Publix,9033486254,9033486254,1,1,1,0,233.02,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033496342,9033496342,1,1,1,0,20.51,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033497519,9033497519,1,1,1,0,204.47,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033497541,9033497541,1,1,1,0,57.9,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033497950,9033497950,1,1,1,0,16.18,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033500984,9033500984,1,1,1,0,147.39,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033502514,9033502514,1,1,1,0,80.04,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033502518,9033502518,1,1,1,0,204.51,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033502524,9033502524,1,1,1,0,58.66,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Publix Supermarkets Inc,40000004,Publix,9033502528,9033502528,1,1,1,0,171.78,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/1/2024,Publix Supermarkets Inc,40000004,Publix,9033509979,9033509979,1,1,1,0,53.35,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/1/2024,Publix Supermarkets Inc,40000004,Publix,9033510368,9033510368,1,1,1,0,113.08,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/1/2024,Publix Supermarkets Inc,40000004,Publix,9033511445,9033511445,1,1,1,0,53.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/1/2024,Publix Supermarkets Inc,40000004,Publix,9033511624,9033511624,1,1,1,0,97.92,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/1/2024,Publix Supermarkets Inc,40000004,Publix,9033516294,9033516294,1,1,1,0,96.48,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Publix Supermarkets Inc,40000004,Publix,9033517712,9033517712,1,1,1,0,78.81,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Publix Supermarkets Inc,40000004,Publix,9033517719,9033517719,1,1,1,0,176.55,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Publix Supermarkets Inc,40000004,Publix,9033517737,9033517737,1,1,1,0,96.05,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Publix Supermarkets Inc,40000004,Publix,9033520215,9033520215,1,1,1,0,147.28,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Publix Supermarkets Inc,40000004,Publix,9033521465,9033521465,1,1,1,0,182.18,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Publix Supermarkets Inc,40000004,Publix,9033523891,9033523891,1,1,1,0,83.71,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033527137,9033527137,1,1,1,0,93.63,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033527168,9033527168,1,1,1,0,36.42,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033531047,9033531047,1,1,1,0,22.37,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033531085,9033531085,1,1,1,0,27.16,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033531119,9033531119,1,1,1,0,11.05,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033531131,9033531131,1,1,1,0,87.18,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033531579,9033531579,1,1,1,0,70.21,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Publix Supermarkets Inc,40000004,Publix,9033535678,9033535678,1,1,1,0,44.24,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-01-2024,Publix Supermarkets Inc,40000004,Publix,9033535682,9033535682,1,1,1,0,104.3,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-01-2024,Publix Supermarkets Inc,40000004,Publix,9033535691,9033535691,1,1,1,0,124.08,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-01-2024,Publix Supermarkets Inc,40000004,Publix,9033537770,9033537770,1,1,1,0,113.83,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,MDI Merchants Dist. Inc.,40000079,MDI,9033454643,9033454643,1,1,1,0,44.96,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-12-2023,MDI Merchants Dist. Inc.,40000079,MDI,9033465210,9033465210,1,1,1,0,80,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,MDI Merchants Dist. Inc.,40000079,MDI,9033477710,9033477710,1,1,1,0,30.17,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/1/2024,MDI Merchants Dist. Inc.,40000079,MDI,9033477712,9033477712,1,1,1,0,44.86,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/1/2024,MDI Merchants Dist. Inc.,40000079,MDI,9033490637,9033490637,2,2,2,0,63.49,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,MDI Merchants Dist. Inc.,40000079,MDI,9033501097,9033501097,1,1,1,0,44.94,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/1/2024,MDI Merchants Dist. Inc.,40000079,MDI,9033511731,9033511731,1,1,1,0,279,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033518764,9033518764,1,1,1,0,58.85,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033529234,9033529234,1,1,1,0,45.46,Freight Allowance,,Yes,No,0,0,0,,,,,
,17-01-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033532592,9033532592,1,1,1,0,48.1,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-01-2024,MDI Merchants Dist. Inc.,40000079,MDI,9033539956,9033539956,1,1,1,0,55.15,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/1/2024,MDI Merchants Dist. Inc.,40000079,MDI,9033509857,9033509857,1,1,1,0,96.25,Freight Allowance,,Yes,No,0,0,0,,,,,
751617,2/1/2024,Kroger Company,40000081,Kroger,9033434419-CM,9033434419-CM,1,1,1,0,144.16,Freight Allowance,,Yes,No,0,0,0,,,,,
751621,10/1/2024,Kroger Company,40000081,Kroger,9033470932-CM,9033470932-CM,1,1,1,0,111.13,Freight Allowance,,Yes,No,0,0,0,,,,,
751623,10/1/2024,Kroger Company,40000081,Kroger,9033463450,9033463450,1,1,1,0,311.01,Freight Allowance,,Yes,No,0,0,0,,,,,
751626,26-12-2023,Kroger Company,40000081,Kroger,9033404930,9033404930,1,1,1,0,170.13,Freight Allowance,,Yes,No,0,0,0,,,,,
751630,27-12-2023,Kroger Company,40000081,Kroger,9033412367,9033412367,1,1,1,0,127,Freight Allowance,,Yes,No,0,0,0,,,,,
751635,29-12-2023,Kroger Company,40000081,Kroger,9033417105,9033417105,1,1,1,0,111.41,Freight Allowance,,Yes,No,0,0,0,,,,,
751637,29-12-2023,Kroger Company,40000081,Kroger,9033418568,9033418568,1,1,1,0,250.7,Freight Allowance,,Yes,No,0,0,0,,,,,
751644,2/1/2024,Kroger Company,40000081,Kroger,9033425177,9033425177,1,1,1,0,160.5,Freight Allowance,,Yes,No,0,0,0,,,,,
751646,4/1/2024,Kroger Company,40000081,Kroger,9033441402,9033441402,1,1,1,0,181.61,Freight Allowance,,Yes,No,0,0,0,,,,,
751650,10/1/2024,Kroger Company,40000081,Kroger,9033462972,9033462972,1,1,1,0,159.43,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-01-2024,Kroger Company,40000081,Kroger,9033508467-CM,9033508467-CM,1,1,1,0,109,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,SpartanNash Company,40000152,Spartan Nash,9033325677,9033325677,2,2,2,0,380,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/1/2024,SpartanNash Company,40000152,Spartan Nash,9033514973,9033514973,1,1,1,0,68.74,Freight Allowance,,Yes,No,0,0,0,,,,,
,4/1/2024,SpartanNash Company,40000152,Spartan Nash,9033494768,9033494768,1,1,1,0,29.7,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/1/2024,SpartanNash Company,40000152,Spartan Nash,9033499624,9033499624,1,1,1,0,11.45,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/11/2023,Gordon Food Service,40000202,Gordon,9033075265,9033075265,1,1,1,0,188.27,Freight Allowance,,Yes,No,0,0,0,,,,,
,2/11/2023,Gordon Food Service,40000202,Gordon,9033244314,9033244314,1,1,1,0,29.04,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/1/2024,Gordon Food Service,40000202,Gordon,9033482350,9033482350,1,1,1,0,16.44,Freight Allowance,,Yes,No,0,0,0,,,,,
,10/1/2024,Gordon Food Service,40000202,Gordon,9033489645,9033489645,1,1,1,0,131.53,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Gordon Food Service,40000202,Gordon,9033516405,9033516405,1,1,1,0,230.25,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/1/2024,C&S Wholesale Grocers Inc,40000622,C&S,9033514378,9033514378,1,1,1,0,38.8,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/1/2024,C&S Wholesale Grocers Inc,40000622,C&S,9033514379,9033514379,1,1,1,0,20.16,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-12-2023,C&S Wholesale Grocers Inc,40000622,C&S,9033446153,9033446153,1,1,1,0,13.19,Freight Allowance,,Yes,No,0,0,0,,,,,
,11/1/2024,Associated Wholesale Grocers,40000625,AWG,9033510850,9033510850,1,1,1,0,23.04,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Associated Wholesale Grocers,40000625,AWG,9033441682,9033441682,1,1,1,0,41.36,Freight Allowance,,Yes,No,0,0,0,,,,,
,26-12-2023,Associated Wholesale Grocers,40000625,AWG,9033441860,9033441860,1,1,1,0,18.93,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-12-2023,Associated Wholesale Grocers,40000625,AWG,9033455352,9033455352,1,1,1,0,10.13,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-12-2023,Associated Wholesale Grocers,40000625,AWG,9033454690,9033454690,1,1,1,0,24.98,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-12-2023,Associated Wholesale Grocers,40000625,AWG,9033454698,9033454698,1,1,1,0,36.53,Freight Allowance,,Yes,No,0,0,0,,,,,
,28-12-2023,Associated Wholesale Grocers,40000625,AWG,9033459357,9033459357,1,1,1,0,43.6,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0305293,28-12-2023,Associated Wholesale Grocers,40000625,AWG,9033459358,9033459358,1,1,1,0,74.84,Freight Allowance,,Yes,No,0,0,0,,,,,
,29-12-2023,Associated Wholesale Grocers,40000625,AWG,9033461204,9033461204,1,1,1,0,40.1,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313621,2/1/2024,Associated Wholesale Grocers,40000625,AWG,9033465232,9033465232,1,1,1,0,25.85,Freight Allowance,,Yes,No,0,0,0,,,,,
,3/1/2024,Associated Wholesale Grocers,40000625,AWG,9033482470,9033482470,1,1,1,0,43.87,Freight Allowance,,Yes,No,0,0,0,,,,,
,4/1/2024,Associated Wholesale Grocers,40000625,AWG,9033488330,9033488330,1,1,1,0,28.7,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313644,4/1/2024,Associated Wholesale Grocers,40000625,AWG,9033488332,9033488332,1,1,1,0,30.91,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0305296,4/1/2024,Associated Wholesale Grocers,40000625,AWG,9033488333,9033488333,1,1,1,0,328.38,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Associated Wholesale Grocers,40000625,AWG,9033495683,9033495683,1,1,1,0,35.86,Freight Allowance,,Yes,No,0,0,0,,,,,
,8/1/2024,Associated Wholesale Grocers,40000625,AWG,9033497880,9033497880,1,1,1,0,25.13,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0305299,8/1/2024,Associated Wholesale Grocers,40000625,AWG,9033498157,9033498157,1,1,1,0,54.95,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/1/2024,Associated Wholesale Grocers,40000625,AWG,9033356423,9033356423,1,1,1,0,24.77,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313671 ,9/1/2024,Associated Wholesale Grocers,40000625,AWG,9033357321,9033357321,1,1,1,0,16,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/1/2024,Associated Wholesale Grocers,40000625,AWG,9033380331,9033380331,1,1,1,0,14.44,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0305301,9/1/2024,Associated Wholesale Grocers,40000625,AWG,9033397633,9033397633,1,1,1,0,324.84,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0305303,9/1/2024,Associated Wholesale Grocers,40000625,AWG,9033431333,9033431333,1,1,1,0,348.96,Freight Allowance,,Yes,No,0,0,0,,,,,
,9/1/2024,Associated Wholesale Grocers,40000625,AWG,9033486090,9033486090,1,1,1,0,19.3,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313661,12/1/2024,Associated Wholesale Grocers,40000625,AWG,9033514050,9033514050,1,1,1,0,22.55,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Associated Wholesale Grocers,40000625,AWG,9033518303,9033518303,1,1,1,0,29.16,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Associated Wholesale Grocers,40000625,AWG,9033518304,9033518304,1,1,1,0,12.28,Freight Allowance,,Yes,No,0,0,0,,,,,
,16-01-2024,Associated Wholesale Grocers,40000625,AWG,9033520064,9033520064,1,1,1,0,11.4,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Associated Wholesale Grocers,40000625,AWG,9033522758,9033522758,1,1,1,0,285.4,Freight Allowance,,Yes,No,0,0,0,,,,,
,18-01-2024,Associated Wholesale Grocers,40000625,AWG,9033529918,9033529918,1,1,1,0,17.39,Freight Allowance,,Yes,No,0,0,0,,,,,
VEN0313666 ,18-01-2024,Associated Wholesale Grocers,40000625,AWG,9033530804,9033530804,1,1,1,0,35.05,Freight Allowance,,Yes,No,0,0,0,,,,,
,19-01-2024,Associated Wholesale Grocers,40000625,AWG,9033532510,9033532510,1,1,1,0,27.6,Freight Allowance,,Yes,No,0,0,0,,,,,
,27-12-2023,Associated Wholesale Grocers,40000625,AWG,9033454835,9033454835,2,2,2,0,12.76,Freight Allowance,,Yes,No,0,0,0,,,,,
Freight Allowance Not Given,29-01-2024,Publix Supermarkets Inc,40000004,Publix,9033562175,9033562175,1,1,1,0,60.21,Freight Allowance,,Yes,No,0,0,0,,,,,
,29-01-2024,Publix Supermarkets Inc,40000004,Publix,9033558889,9033558889,1,1,1,0,174.72,Freight Allowance,,Yes,No,0,0,0,,,,,
,1/2/2024,Publix Supermarkets Inc,40000004,Publix,9033588562,9033588562,1,1,1,0,199.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,12/2/2024,Publix Supermarkets Inc,40000004,Publix,9033627737,9033627737,1,1,1,0,199.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,20-02-2024,Publix Supermarkets Inc,40000004,Publix,9033660991,9033660991,1,1,1,0,199.68,Freight Allowance,,Yes,No,0,0,0,,,,,
,23-01-2024,Publix Supermarkets Inc,40000004,Publix,9033551653,9033551653,2,2,2,0,100.62,Freight Allowance,,Yes,No,0,0,0,,,,,
Freight Allowance Not Given,23-01-2024,Publix Supermarkets Inc,40000004,Publix,9033554342,9033554342,1,1,1,0,58.56,Freight Allowance,,Yes,No,0,0,0,,,,,
,22-01-2024,Publix Supermarkets Inc,40000004,Publix,9033545877,9033545877,1,1,1,0,391.72,Freight Allowance,,Yes,No,0,0,0,,,,,
Freight Allowance Not Given,23-01-2024,Publix Supermarkets Inc,40000004,Publix,9033551653,9033551653,2,2,2,0,76.43,Freight Allowance,,Yes,No,0,0,0,,,,,
Freight Allowance Not Given,29-01-2024,Publix Supermarkets Inc,40000004,Publix,9033558723,9033558723,2,2,2,0,56.32,Freight Allowance,,Yes,No,0,0,0,,,,,
Freight Allowance Not Given,29-01-2024,Publix Supermarkets Inc,40000004,Publix,9033558845,9033558845,1,1,1,0,59.04,Freight Allowance,,Yes,No,0,0,0,,,,,
