id,customer_account,customer_name,standard_customer,deduction_reference,invoice_number,deduction_date,deduction_amount,deduction_reason,payment_number,backup_status,invoice_status,bol,pod_status,validation,invalid_amount,valid_amount,priority
9109876550,1001071628,VIRTUA HEALTH,VIRTUA HEALTH,431314,9109876550,9/7/2023,328.1,OSD,,,,,,,,,No
1401114631,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000426882,1401114631,2/9/2023,328.02,OSD,,,,,,,,,No
1401113227,1001000214,OWENS & MINOR INC,Kroger,8273135,1401113227,2/6/2023,327.8,OSD,,,,,,,,,No
9111325400,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,172675,9111325400,6/6/2023,327.48,OSD,,,,,,,,,No
1401173379,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002487088,1401173379,6/29/2023,327.05,OSD,,,,,,,,,No
9111357574,1001038817,AERO MED LTD,Albertsons,969100001,9111357574,6/28/2023,327.04,OSD,,,,,,,,,No
1401110622,1001000214,OWENS & MINOR INC,Kroger,8271975,1401110622,1/30/2023,327,OSD,,,,,,,,,No
1401122900,1001000172,CLAFLIN COMPANY,CLAFLIN COMPANY,1189,1401122900,3/1/2023,327,OSD,,,,,,,,,No
1401140761,1001000172,CLAFLIN COMPANY,CLAFLIN COMPANY,2021,1401140761,4/12/2023,327,OSD,,,,,,,,,No
1401167495,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000128635,1401167495,6/14/2023,327,OSD,,,,,,,,,No
1401181709,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1188942,1401181709,7/28/2023,326.84,OSD,,,,,,,,,No
1401204656,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1206363,1401204656,9/15/2023,326.45,OSD,,,,,,,,,No
1401107711,1001000147,MCKESSON DRUG COMPANY,Costco,7121750448,1401107711,1/23/2023,326.4,OSD,,,,,,,,,No
9110173904,1001000206,MOHAWK HOSPITAL EQUIPMENT,MOHAWK HOSPITAL EQUIPMENT,355729,9110173904,1/23/2023,326.4,OSD,,,,,,,,,No
1401115486,1001000200,MEDLINE INDUSTRIES,Amazon,14527431,1401115486,2/10/2023,326.4,OSD,,,,,,,,,No
9110834622,1001000200,MEDLINE INDUSTRIES,Amazon,14543724,9110834622,3/3/2023,326.4,OSD,,,,,,,,,No
1401154938,1001000200,MEDLINE INDUSTRIES,Amazon,14596526,1401154938,5/12/2023,326.4,OSD,,,,,,,,,No
1401162511,1001000146,HENRY SCHEIN INC,Target,81778934,1401162511,6/2/2023,326.4,OSD,,,,,,,,,No
1401167846,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000349910,1401167846,6/15/2023,326.4,OSD,,,,,,,,,No
1401179483,1001000200,MEDLINE INDUSTRIES,Amazon,14642032,1401179483,7/14/2023,326.4,OSD,,,,,,,,,No
1600568489,1001000200,MEDLINE INDUSTRIES,Amazon,14637002,1600568489,7/7/2023,326.4,OSD,,,,,,,,,No
1401182650,1001000214,OWENS & MINOR INC,Kroger,8299609,1401182650,7/24/2023,326.4,OSD,,,,,,,,,No
1401195254,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000156334,1401195254,8/23/2023,326.4,OSD,,,,,,,,,No
1401198508,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000005835,1401198508,8/30/2023,326.4,OSD,,,,,,,,,No
1401213347,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000300507,1401213347,10/6/2023,326.4,OSD,,,,,,,,,No
1401217086,1001000214,OWENS & MINOR INC,Kroger,8313187,1401217086,10/16/2023,326.4,OSD,,,,,,,,,No
1401239732,1001000143,CARDINAL DISTRIBUTION,Walmart,11929719,1401239732,12/12/2023,326.4,OSD,,,,,,,,,No
1401149208,1001000214,OWENS & MINOR INC,Kroger,8286874,1401149208,5/2/2023,326.1,OSD,,,,,,,,,No
9111496393,1001062358,WOLF MEDICAL SUPPLY,WOLF MEDICAL SUPPLY,5208701834,9111496393,10/19/2023,326.1,OSD,,,,,,,,,No
1401226944,1001000214,OWENS & MINOR INC,Kroger,8317289,1401226944,11/8/2023,326.1,OSD,,,,,,,,,No
1401199778,1001000143,CARDINAL DISTRIBUTION,Walmart,13784194,1401199778,9/5/2023,325.88,OSD,,,,,,,,,No
1401172925,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002486083,1401172925,6/28/2023,325.64,OSD,,,,,,,,,No
1401175036,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002486083,1401175036,6/28/2023,325.64,OSD,,,,,,,,,No
1401175701,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002483378,1401175701,7/6/2023,325.64,OSD,,,,,,,,,No
1401182708,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002494902,1401182708,7/24/2023,325.64,OSD,,,,,,,,,No
1401195686,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002530396,1401195686,8/23/2023,325.64,OSD,,,,,,,,,No
1401200027,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002541520,1401200027,9/5/2023,325.64,OSD,,,,,,,,,No
1401218133,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002576247,1401218133,10/18/2023,325.64,OSD,,,,,,,,,No
1401191329,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1194568,1401191329,8/14/2023,325.5,OSD,,,,,,,,,No
1600586262,1001000147,MCKESSON DRUG COMPANY,Costco,7519668178,1600586262,10/10/2023,325.4,OSD,,,,,,,,,No
1401117237,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002382332,1401117237,3/8/2023,325.31,OSD,,,,,,,,,No
1401135801,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000048497,1401135801,3/31/2023,325.22,OSD,,,,,,,,,No
1401105744,1001000146,HENRY SCHEIN INC,Target,81726702,1401105744,1/18/2023,325.2,OSD,,,,,,,,,No
1401172976,1001000146,HENRY SCHEIN INC,Target,81788456,1401172976,6/28/2023,325.2,OSD,,,,,,,,,No
1401188796,1001000146,HENRY SCHEIN INC,Target,81803002,1401188796,8/7/2023,325.16,OSD,,,,,,,,,No
1401103509,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000499193,1401103509,1/12/2023,325,OSD,,,,,,,,,No
9110703791,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,165182,9110703791,1/4/2023,325,OSD,,,,,,,,,No
1401103505,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89354628,1401103505,1/12/2023,325,OSD,,,,,,,,,No
9110684818,1001094519,NATIONAL DISTRIBUTING & CONTRACTING,NATIONAL DISTRIBUTING & CONTRACTING,5209964159,9110684818,1/5/2023,325,OSD,,,,,,,,,No
1401109669,1001000200,MEDLINE INDUSTRIES,Amazon,14517684,1401109669,1/27/2023,325,OSD,,,,,,,,,No
1600543248,1001000200,MEDLINE INDUSTRIES,Amazon,14512765,1600543248,1/20/2023,325,OSD,,,,,,,,,No
1401114731,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1127311,1401114731,2/9/2023,325,OSD,,,,,,,,,No
1401113031,1001000214,OWENS & MINOR INC,Kroger,8273135,1401113031,2/6/2023,325,OSD,,,,,,,,,No
9110741045,1001108847,MEDICAL UNIV SOUTH CAROLINA,MEDICAL UNIV SOUTH CAROLINA,674255,9110741045,3/14/2023,325,OSD,,,,,,,,,No
1401136548,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1146158,1401136548,4/3/2023,325,OSD,,,,,,,,,No
9111157796,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,170540,9111157796,4/25/2023,325,OSD,,,,,,,,,No
1401154845,1001000200,MEDLINE INDUSTRIES,Amazon,14597821,1401154845,5/15/2023,325,OSD,,,,,,,,,No
1401201515,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000635443,1401201515,9/7/2023,325,OSD,,,,,,,,,No
1401211380,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1212281,1401211380,10/2/2023,325,OSD,,,,,,,,,No
9111749579,1001094519,NATIONAL DISTRIBUTING & CONTRACTING,NATIONAL DISTRIBUTING & CONTRACTING,5203446945,9111749579,10/3/2023,325,OSD,,,,,,,,,No
1401235060,1001000200,MEDLINE INDUSTRIES,Amazon,14743630,1401235060,11/29/2023,325,OSD,,,,,,,,,No
1401236903,1001000214,OWENS & MINOR INC,Kroger,8321637,1401236903,12/5/2023,325,OSD,,,,,,,,,No
1401235577,1001000200,MEDLINE INDUSTRIES,Amazon,14739450,1401235577,11/22/2023,324.8,OSD,,,,,,,,,No
1401188173,1001000200,MEDLINE INDUSTRIES,Amazon,14657779,1401188173,8/4/2023,324.5,OSD,,,,,,,,,No
1401108706,1001000147,MCKESSON DRUG COMPANY,Costco,7124574230,1401108706,1/24/2023,324,OSD,,,,,,,,,No
9110756592,1001000227,SHARED SERVICES SYSTEM,SHARED SERVICES SYSTEM,19383455,9110756592,2/2/2023,324,OSD,,,,,,,,,No
1600554983,1002725735,COVETRUS,COVETRUS,90125676,1600554983,4/5/2023,324,OSD,,,,,,,,,No
1600558539,1001000200,MEDLINE INDUSTRIES,Amazon,14586270,1600558539,4/28/2023,324,OSD,,,,,,,,,No
1401188173,1001000200,MEDLINE INDUSTRIES,Amazon,14657779,1401188173,8/4/2023,324,OSD,,,,,,,,,No
1401227833,1001000200,MEDLINE INDUSTRIES,Amazon,14730879,1401227833,11/10/2023,323.88,OSD,,,,,,,,,No
1401181609,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1185701,1401181609,7/20/2023,323,OSD,,,,,,,,,No
1401194259,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002529505,1401194259,8/21/2023,322.84,OSD,,,,,,,,,No
1600542254,1001000200,MEDLINE INDUSTRIES,Amazon,14507624,1600542254,1/13/2023,322.6,OSD,,,,,,,,,No
1600568489,1001000200,MEDLINE INDUSTRIES,Amazon,14637002,1600568489,7/7/2023,322.6,OSD,,,,,,,,,No
1401237194,1001000147,MCKESSON DRUG COMPANY,Costco,7606452631,1401237194,12/5/2023,322.2,OSD,,,,,,,,,No
1401182317,1001000200,MEDLINE INDUSTRIES,Amazon,14647177,1401182317,7/21/2023,322.08,OSD,,,,,,,,,No
1401113068,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1126434,1401113068,2/6/2023,322,OSD,,,,,,,,,No
1401142825,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000622348,1401142825,4/17/2023,322,OSD,,,,,,,,,No
1401196590,1001000200,MEDLINE INDUSTRIES,Amazon,14673461,1401196590,8/25/2023,322,OSD,,,,,,,,,No
9111571074,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,176205,9111571074,8/14/2023,321.89,OSD,,,,,,,,,No
1401240205,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002635260,1401240205,12/13/2023,321.7,OSD,,,,,,,,,No
1401195686,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002530396,1401195686,8/23/2023,321.63,OSD,,,,,,,,,No
1401099924,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000218979,1401099924,1/4/2023,321.6,OSD,,,,,,,,,No
1401106340,1001000147,MCKESSON DRUG COMPANY,Costco,7116029057,1401106340,1/18/2023,321.6,OSD,,,,,,,,,No
1401114323,1001000147,MCKESSON DRUG COMPANY,Costco,7145466984,1401114323,2/7/2023,321.6,OSD,,,,,,,,,No
1401111689,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000546483,1401111689,2/2/2023,321.6,OSD,,,,,,,,,No
1600553369,1001000147,MCKESSON DRUG COMPANY,Costco,7217157180,1600553369,3/27/2023,321.6,OSD,,,,,,,,,No
1401143522,1001000147,MCKESSON DRUG COMPANY,Costco,7251594935,1401143522,4/18/2023,321.6,OSD,,,,,,,,,No
1401166868,1001000143,CARDINAL DISTRIBUTION,Walmart,12199001,1401166868,6/13/2023,321.6,OSD,,,,,,,,,No
1401173285,1001000143,CARDINAL DISTRIBUTION,Walmart,13719079,1401173285,6/29/2023,321.6,OSD,,,,,,,,,No
9110707284,1001087090,TWIN MED LLC,TWIN MED LLC,56625,9110707284,6/23/2023,321.6,OSD,,,,,,,,,No
1600574760,1001000147,MCKESSON DRUG COMPANY,Costco,7435649927,1600574760,8/14/2023,321.6,OSD,,,,,,,,,No
1600575895,1001000147,MCKESSON DRUG COMPANY,Costco,7435650106,1600575895,8/14/2023,321.6,OSD,,,,,,,,,No
1401202791,1001000143,CARDINAL DISTRIBUTION,Walmart,11463064,1401202791,9/11/2023,321.6,OSD,,,,,,,,,No
1401202864,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1204655,1401202864,9/11/2023,321.6,OSD,,,,,,,,,No
1401220695,1001000143,CARDINAL DISTRIBUTION,Walmart,12266361,1401220695,10/24/2023,321.6,OSD,,,,,,,,,No
9111664808,1001081125,CARDINAL HEALTH - BORSCHOW,Walmart,2014589595,9111664808,11/20/2023,321.6,OSD,,,,,,,,,No
1401239098,1001000143,CARDINAL DISTRIBUTION,Walmart,11605269,1401239098,12/11/2023,321.6,OSD,,,,,,,,,No
9110821487,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89382154,9110821487,3/16/2023,321.32,OSD,,,,,,,,,No
1401108126,1001000214,OWENS & MINOR INC,Kroger,8271051,1401108126,1/24/2023,321.3,OSD,,,,,,,,,No
9111094379,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,169750,9111094379,4/10/2023,321.3,OSD,,,,,,,,,No
1600558539,1001000200,MEDLINE INDUSTRIES,Amazon,14586270,1600558539,4/28/2023,321.3,OSD,,,,,,,,,No
1600564490,1001000200,MEDLINE INDUSTRIES,Amazon,14617056,1600564490,6/9/2023,321.3,OSD,,,,,,,,,No
1401173043,1001000200,MEDLINE INDUSTRIES,Amazon,14630640,1401173043,6/28/2023,321.3,OSD,,,,,,,,,No
1401191322,1001000214,OWENS & MINOR INC,Kroger,8303060,1401191322,8/14/2023,321.3,OSD,,,,,,,,,No
1401220043,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1219922,1401220043,10/23/2023,321.3,OSD,,,,,,,,,No
1401221169,1001000200,MEDLINE INDUSTRIES,Amazon,14718253,1401221169,10/25/2023,321.3,OSD,,,,,,,,,No
1401238015,1001000214,OWENS & MINOR INC,Kroger,8321967,1401238015,12/7/2023,321.3,OSD,,,,,,,,,No
9112057729,1001094519,NATIONAL DISTRIBUTING & CONTRACTING,NATIONAL DISTRIBUTING & CONTRACTING,22294191,9112057729,12/18/2023,321.3,OSD,,,,,,,,,No
9111134635,1001000172,CLAFLIN COMPANY,CLAFLIN COMPANY,2280,9111134635,4/26/2023,321,OSD,,,,,,,,,No
1600565440,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002466169,1600565440,6/15/2023,320.92,OSD,,,,,,,,,No
1401209638,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002559546,1401209638,9/27/2023,320.92,OSD,,,,,,,,,No
1401108951,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000625825,1401108951,1/26/2023,320.25,OSD,,,,,,,,,No
1401114286,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000873844,1401114286,2/8/2023,320.25,OSD,,,,,,,,,No
1401135614,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000842979,1401135614,3/20/2023,320.25,OSD,,,,,,,,,No
1401140561,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000154076,1401140561,4/5/2023,320.25,OSD,,,,,,,,,No
9110971982,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89392426,9110971982,4/13/2023,320.25,OSD,,,,,,,,,No
1401144970,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000950796,1401144970,4/21/2023,320.25,OSD,,,,,,,,,No
9111155596,1001038817,AERO MED LTD,Albertsons,952500001,9111155596,5/3/2023,320.25,OSD,,,,,,,,,No
9111157943,1001038817,AERO MED LTD,Albertsons,952500001,9111157943,5/3/2023,320.25,OSD,,,,,,,,,No
1401165039,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000052883,1401165039,6/8/2023,320.25,OSD,,,,,,,,,No
1401171306,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000376885,1401171306,6/21/2023,320.25,OSD,,,,,,,,,No
1401172038,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2002240364,1401172038,6/26/2023,320.25,OSD,,,,,,,,,No
1401171097,1001000200,MEDLINE INDUSTRIES,Amazon,14627280,1401171097,6/23/2023,320.25,OSD,,,,,,,,,No
1600568244,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000120014,1600568244,7/6/2023,320.25,OSD,,,,,,,,,No
1401178369,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000155027,1401178369,7/12/2023,320.25,OSD,,,,,,,,,No
1401179253,1001000200,MEDLINE INDUSTRIES,Amazon,14642031,1401179253,7/14/2023,320.25,OSD,,,,,,,,,No
9111308917,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,400034303,9111308917,7/14/2023,320.25,OSD,,,,,,,,,No
1401184333,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000450018,1401184333,7/26/2023,320.25,OSD,,,,,,,,,No
1401184392,1001000200,MEDLINE INDUSTRIES,Amazon,14650397,1401184392,7/26/2023,320.25,OSD,,,,,,,,,No
1401183408,1001000214,OWENS & MINOR INC,Kroger,8299888,1401183408,7/25/2023,320.25,OSD,,,,,,,,,No
1401190318,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000001416,1401190318,8/10/2023,320.25,OSD,,,,,,,,,No
1401189169,1001000214,OWENS & MINOR INC,Kroger,8302388,1401189169,8/8/2023,320.25,OSD,,,,,,,,,No
1401197845,1001000214,OWENS & MINOR INC,Kroger,8305753,1401197845,8/29/2023,320.25,OSD,,,,,,,,,No
9111397829,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,400059399,9111397829,8/21/2023,320.25,OSD,,,,,,,,,No
1401204953,1001000200,MEDLINE INDUSTRIES,Amazon,14688591,1401204953,9/15/2023,320.25,OSD,,,,,,,,,No
1401200621,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,400071442,1401200621,9/6/2023,320.25,OSD,,,,,,,,,No
9111722314,1001038817,AERO MED LTD,Albertsons,995400001,9111722314,10/5/2023,320.25,OSD,,,,,,,,,No
1401221224,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000035412,1401221224,10/25/2023,320.25,OSD,,,,,,,,,No
1401218292,1001000200,MEDLINE INDUSTRIES,Amazon,14712817,1401218292,10/18/2023,320.25,OSD,,,,,,,,,No
1401224422,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000401947,1401224422,11/1/2023,320.25,OSD,,,,,,,,,No
1401230781,1001625204,MEDLINE CUSTOM STERILE,MEDLINE CUSTOM STERILE,14735969,1401230781,11/17/2023,320.25,OSD,,,,,,,,,No
1401238106,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000167877,1401238106,12/7/2023,320.25,OSD,,,,,,,,,No
1401239250,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000370226,1401239250,12/11/2023,320.25,OSD,,,,,,,,,No
1401240593,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2001060803,1401240593,12/14/2023,320.25,OSD,,,,,,,,,No
9110672013,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89354222,9110672013,1/10/2023,320,OSD,,,,,,,,,No
9110770063,1001024678,AUGUSTA HOSPITAL CORP,AUGUSTA HOSPITAL CORP,25337602,9110770063,2/9/2023,320,OSD,,,,,,,,,No
1401125988,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000098754,1401125988,3/8/2023,320,OSD,,,,,,,,,No
9110938035,1001000200,MEDLINE INDUSTRIES,Amazon,14563028,9110938035,3/29/2023,320,OSD,,,,,,,,,No
1401140892,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000516496,1401140892,4/12/2023,320,OSD,,,,,,,,,No
1401167495,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000128635,1401167495,6/14/2023,320,OSD,,,,,,,,,No
1401162808,1001000200,MEDLINE INDUSTRIES,Amazon,14612243,1401162808,6/2/2023,320,OSD,,,,,,,,,No
1600564490,1001000200,MEDLINE INDUSTRIES,Amazon,14617056,1600564490,6/9/2023,320,OSD,,,,,,,,,No
1401169388,1001000214,OWENS & MINOR INC,Kroger,8294165,1401169388,6/20/2023,320,OSD,,,,,,,,,No
9111345184,1001000235,VWR SCIENTIFIC,VWR Sc,91980306,9111345184,7/5/2023,320,OSD,,,,,,,,,No
1401184333,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000450018,1401184333,7/26/2023,320,OSD,,,,,,,,,No
1401184377,1001000200,MEDLINE INDUSTRIES,Amazon,14650398,1401184377,7/26/2023,320,OSD,,,,,,,,,No
1401188173,1001000200,MEDLINE INDUSTRIES,Amazon,14657779,1401188173,8/4/2023,320,OSD,,,,,,,,,No
1401211230,1001000214,OWENS & MINOR INC,Kroger,8311294,1401211230,10/2/2023,320,OSD,,,,,,,,,No
1401230443,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000715278,1401230443,11/10/2023,320,OSD,,,,,,,,,No
1401236903,1001000214,OWENS & MINOR INC,Kroger,8321637,1401236903,12/5/2023,320,OSD,,,,,,,,,No
9110771835,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,166010,9110771835,1/24/2023,319.84,OSD,,,,,,,,,No
1401102923,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1117692,1401102923,1/11/2023,319.5,OSD,,,,,,,,,No
1401103794,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000557977,1401103794,1/13/2023,319.5,OSD,,,,,,,,,No
1600543834,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000511594,1600543834,1/11/2023,319.5,OSD,,,,,,,,,No
1600542254,1001000200,MEDLINE INDUSTRIES,Amazon,14507624,1600542254,1/13/2023,319.5,OSD,,,,,,,,,No
9110721619,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,165434,9110721619,1/10/2023,319.5,OSD,,,,,,,,,No
1401115486,1001000200,MEDLINE INDUSTRIES,Amazon,14527431,1401115486,2/10/2023,319.5,OSD,,,,,,,,,No
1401126328,1001000200,MEDLINE INDUSTRIES,Amazon,14547383,1401126328,3/8/2023,319.5,OSD,,,,,,,,,No
1401135118,1001000200,MEDLINE INDUSTRIES,Amazon,14563027,1401135118,3/29/2023,319.5,OSD,,,,,,,,,No
9111094381,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,169750,9111094381,4/10/2023,319.5,OSD,,,,,,,,,No
1401179483,1001000200,MEDLINE INDUSTRIES,Amazon,14642032,1401179483,7/14/2023,319.5,OSD,,,,,,,,,No
1401184730,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1188342,1401184730,7/27/2023,319.5,OSD,,,,,,,,,No
1401188173,1001000200,MEDLINE INDUSTRIES,Amazon,14657779,1401188173,8/4/2023,319.5,OSD,,,,,,,,,No
1401202864,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1204655,1401202864,9/11/2023,319.5,OSD,,,,,,,,,No
1401221754,1001000214,OWENS & MINOR INC,Kroger,8315350,1401221754,10/26/2023,319.5,OSD,,,,,,,,,No
1401244537,1001000214,OWENS & MINOR INC,Kroger,8324658,1401244537,12/26/2023,319.5,OSD,,,,,,,,,No
1401154845,1001000200,MEDLINE INDUSTRIES,Amazon,14597821,1401154845,5/15/2023,319.29,OSD,,,,,,,,,No
9111662373,1001042867,HCA SUPPLY CHAIN SERVICES,HCA SUPPLY CHAIN SERVICES,18443890,9111662373,9/20/2023,318.7,OSD,,,,,,,,,No
1401108452,1001074671,COX HEALTH SYSTEMS,COX HEALTH SYSTEMS,16110421,1401108452,1/25/2023,318,OSD,,,,,,,,,No
1401105662,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000684155,1401105662,1/18/2023,317.96,OSD,,,,,,,,,No
9110825109,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,89368990,9110825109,2/13/2023,317.96,OSD,,,,,,,,,No
9111581660,1001038817,AERO MED LTD,Albertsons,986000001,9111581660,8/30/2023,317.96,OSD,,,,,,,,,No
1401241248,1001000200,MEDLINE INDUSTRIES,Amazon,14756404,1401241248,12/15/2023,317.96,OSD,,,,,,,,,No
1401142134,1001000200,MEDLINE INDUSTRIES,Amazon,14575242,1401142134,4/14/2023,317.94,OSD,,,,,,,,,No
1401104511,1001000214,OWENS & MINOR INC,Kroger,8269743,1401104511,1/17/2023,317.7,OSD,,,,,,,,,No
1401167846,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000349910,1401167846,6/15/2023,317.7,OSD,,,,,,,,,No
9111408049,1001081125,CARDINAL HEALTH - BORSCHOW,Walmart,2019546272,9111408049,9/11/2023,317.7,OSD,,,,,,,,,No
1401205220,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000395070,1401205220,9/18/2023,317.7,OSD,,,,,,,,,No
1401216200,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000631061,1401216200,10/13/2023,317.7,OSD,,,,,,,,,No
1401216373,1001000200,MEDLINE INDUSTRIES,Amazon,14709322,1401216373,10/13/2023,317.7,OSD,,,,,,,,,No
1401241248,1001000200,MEDLINE INDUSTRIES,Amazon,14756404,1401241248,12/15/2023,317.7,OSD,,,,,,,,,No
1401241991,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000562761,1401241991,12/18/2023,317.7,OSD,,,,,,,,,No
1401219239,1001000161,CARDINAL MEDICAL PRODUCTS,Walmart,2000530470,1401219239,10/20/2023,317.4,OSD,,,,,,,,,No
9111064294,1001073153,FISHER SCIENTIFIC COMPANY,Dollar General,FISHER SCIENTIFI,9111064294,7/18/2023,317.3,OSD,,,,,,,,,No
1600542254,1001000200,MEDLINE INDUSTRIES,Amazon,14507624,1600542254,1/13/2023,317,OSD,,,,,,,,,No
9111056067,1001000224,CONCORDANCE HEALTHCARE SOLUTIONS,Concordance,169243,9111056067,3/30/2023,317,OSD,,,,,,,,,No
1401214387,1001027073,UNIV MARYLAND MEDICAL SYSTEM,UNIV MARYLAND MEDICAL SYSTEM,3171091,1401214387,10/10/2023,316.68,OSD,,,,,,,,,No
1401127621,1001000144,MCKESSON MEDICAL SURGICAL INC,Costco,1139123,1401127621,3/13/2023,316.58,OSD,,,,,,,,,No
9111396447,1001000214,OWENS & MINOR INC,Kroger,8296518,9111396447,7/3/2023,316.4,OSD,,,,,,,,,No
1401131995,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002391469,1401131995,3/22/2023,316.2,OSD,,,,,,,,,No
1401140909,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002425079,1401140909,4/12/2023,316.2,OSD,,,,,,,,,No
1401149856,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002431079,1401149856,5/3/2023,316.2,OSD,,,,,,,,,No
1401152958,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002444080,1401152958,5/10/2023,316.2,OSD,,,,,,,,,No
1600565440,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002466169,1600565440,6/15/2023,316.2,OSD,,,,,,,,,No
1401215661,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002578097,1401215661,10/12/2023,316.2,OSD,,,,,,,,,No
1401218133,1001000141,AMERISOURCE BERGEN CORP,Supervalu,2002576247,1401218133,10/18/2023,316.2,OSD,,,,,,,,,No
